Name,Year,Genre,Critic_Score,Global_Sales,Platform,cat_publi,cat_studio
Bomberman Max 2: Red Advance,2002,Puzzle,7.5,0.07,GBA,3,3
Bomberman Party Edition,2000,Puzzle,7.9,0.12,PS,1,2
Bomberman Tournament,2001,Puzzle,8.8,0.25,GBA,3,3
Bomberman World,1998,Puzzle,6.5,0.33,PS,3,3
Bomberman: Act Zero,2006,Puzzle,3.5,0.04,X360,3,3
Book of Spells,2012,Misc,6.5,0.66,PS3,3,3
Bookworm,2004,Puzzle,6.0,0.03,GBA,3,0
Boom Blox,2008,Puzzle,8.6,1.21,Wii,3,3
Boom Blox Bash Party,2009,Puzzle,8.8,0.46,Wii,3,3
BoomBots,1999,Fighting,4.5,0.11,PS,2,0
Borderlands,2009,Shooter,8.3,5.7700000000000005,Multi_Plateforme,3,3
Bottom of the 9th,1996,Sports,8.0,0.14,PS,3,3
Bottom of the 9th '97,1997,Sports,6.0,0.02,PS,3,3
Bottom of the 9th '99,1998,Sports,5.0,0.05,PS,3,3
Boulder Dash EX,2002,Puzzle,7.7,0.0,GBA,1,0
Boxing,2001,Fighting,5.9,0.07,PS,2,0
Boxing Fever,2001,Sports,7.2,0.08,GBA,3,0
Braid,2009,Platform,8.8,0.03,PC,0,0
Brain Age 2: More Training in Minutes a Day,2007,Misc,8.0,15.29,DS,3,3
Brain Age: Concentration Training,2013,Misc,7.5,0.27,3DS,3,3
Brain Age: Train Your Brain in Minutes a Day,2006,Misc,8.1,20.16,DS,3,3
Brave Fencer Musashi,1998,Role-Playing,8.4,1.14,PS,3,3
Brave Story: New Traveler (US sales),2007,Role-Playing,7.5,0.11,PSP,2,2
Brave: A Warrior's Tale,2009,Action,4.4,0.12,Wii,2,1
Bravely Default: Flying Fairy,2014,Role-Playing,8.2,1.41,3DS,3,3
Bravely Second: End Layer,2016,Role-Playing,7.4,0.56,3DS,3,2
Bravo Air Race,1997,Racing,5.3,0.14,PS,3,1
Brawlout,2018,Fighting,6.2,0.01,NS,1,0
Breach,2011,Shooter,6.5,0.01,PC,2,0
Breakout,2000,Puzzle,4.9,0.11,PS,2,2
Breath of Fire,2001,Role-Playing,7.8,0.22,GBA,3,3
Breath of Fire II,2002,Role-Playing,8.6,0.19,GBA,3,3
Breath of Fire III,1998,Role-Playing,6.0,1.04,PS,3,3
Breath of Fire IV,2000,Role-Playing,8.4,0.56,PS,3,3
Breath of Fire: Dragon Quarter,2003,Role-Playing,7.6,0.19,PS2,3,3
Brian Lara International Cricket 2007,2007,Sports,7.3,0.01,X360,3,3
Brink,2011,Shooter,6.8,1.95,Multi_Plateforme,3,2
Britney's Dance Beat,2002,Misc,6.3,0.22,GBA,3,1
Broken Sword II: The Smoking Mirror,1999,Adventure,7.3,0.06,PS,2,1
Broken Sword: Shadow of the Templars - The Director's Cut,2009,Adventure,7.5,0.24,Wii,3,1
Broken Sword: The Shadow of the Templars,2002,Adventure,8.1,0.06,GBA,2,0
Brothers In Arms: D-Day,2006,Shooter,6.8,0.46,PSP,3,3
Brothers In Arms: Hell's Highway,2008,Shooter,6.0,1.81,PS3,3,3
Brothers in Arms: Double Time,2008,Shooter,4.6,0.13,Wii,3,3
Brothers in Arms: Hell's Highway,2008,Shooter,6.0,0.02,PC,3,3
Bruce Lee: Return of the Legend,2003,Action,8.4,0.01,GBA,2,3
Brunswick Circuit Pro Bowling,1998,Sports,8.2,0.18,PS,3,1
Brunswick Circuit Pro Bowling 2,2000,Sports,7.0,0.11,PS,3,1
Brunswick Pro Bowling,2007,Sports,6.5,0.21,PSP,2,3
Brutal Legend,2009,Action,7.9,1.91,PS3,3,2
Bubble Bobble: Old & New,2004,Puzzle,5.5,0.06,GBA,0,3
Bubsy 3D,1996,Platform,5.8,0.19,PS,1,3
Buck Bumble,1998,Action,6.8,0.16,N64,3,3
Buffy the Vampire Slayer: Wrath of the Darkhul King,2003,Action,4.6,0.03,GBA,3,1
Bugriders: The Race of Kings,1997,Racing,3.0,0.02,PS,3,2
Bugs Bunny & Taz: Time Busters,2000,Adventure,8.0,0.21,PS,2,3
Bugs Bunny: Lost in Time,1999,Platform,7.0,0.4,PS,2,2
Bullet Witch,2007,Shooter,6.6,0.1,X360,3,3
Bulletstorm,2011,Shooter,8.4,1.72,Multi_Plateforme,3,2
Bully: Scholarship Edition,2008,Action,6.6,1.62,Multi_Plateforme,3,2
Burning Road,1996,Racing,6.0,0.12,PS,1,0
Burnout,2002,Racing,7.7,0.3,GC,3,3
Burnout 3: Takedown,2004,Racing,9.3,3.99,PS2,3,3
Burnout Dominator,2007,Racing,7.8,0.45,PSP,3,3
Burnout Legends,2005,Racing,3.8,1.03,DS,3,3
Burnout Paradise,2008,Racing,8.9,3.3,PS3,3,3
Burnout Paradise Remastered,2018,Racing,8.0,0.48,PS4,3,1
Burnout Paradise: The Ultimate Box,2009,Racing,9.0,0.07,PS3,3,3
Burnout Revenge,2005,Racing,8.8,1.4,PS2,3,3
Bushido Blade,1997,Fighting,8.2,1.16,PS,3,2
Bushido Blade 2,1998,Fighting,7.5,0.68,PS,3,2
Bust A Groove,1998,Misc,7.7,0.54,PS,3,2
Bust A Groove 2,1999,Misc,7.0,0.26,PS,3,2
Bust-A-Move '99,1999,Puzzle,7.7,0.32,PS,3,3
Bust-A-Move 2 Arcade Edition,1996,Puzzle,6.9,0.2,PS,3,3
Bust-A-Move 4,1998,Puzzle,7.8,0.22,PS,3,3
Bust-A-Move Deluxe,2006,Puzzle,7.1,0.14,PSP,3,1
Bust-A-Move Universe,2011,Puzzle,5.6,0.31,3DS,3,2
Buster Bros. Collection,1997,Puzzle,6.9,0.07,PS,3,1
Butt Ugly Martians: B.K.M. Battles,2002,Action,6.0,0.25,GBA,1,1
Buzz! Brain Bender,2008,Puzzle,6.5,0.0,PSP,3,2
Buzz! Master Quiz,2008,Misc,7.0,0.9,PSP,3,2
Buzz! Quiz TV,2008,Misc,7.9,0.88,PS3,3,2
Buzz! Quiz World,2009,Misc,5.9,0.01,PSP,3,2
C.O.P.: The Recruit,2009,Action,5.7,0.08,DS,3,3
C.O.R.E.,2009,Shooter,4.4,0.04,DS,1,0
C: The Contra Adventure,1998,Shooter,4.2,0.07,PS,3,3
CIMA: The Enemy,2003,Role-Playing,6.8,0.03,GBA,3,1
CT Special Forces,2004,Action,5.9,0.03,GBA,1,0
CT Special Forces 2: Back in the Trenches,2004,Shooter,7.4,0.01,GBA,1,0
Cabela's Big Game Hunter 2010,2009,Sports,5.5,1.7,Wii,3,2
Cabela's Dangerous Hunts 2,2005,Sports,6.5,0.03,GC,3,0
Call of Duty,2003,Shooter,7.0,0.01,PC,3,3
Call of Duty 2,2005,Shooter,7.0,2.12,PC,3,3
Call of Duty 2: Big Red One,2005,Shooter,7.5,3.0,GC,3,3
Call of Duty 3,2006,Shooter,6.8,7.5200000000000005,Multi_Plateforme,3,3
Call of Duty 4: Modern Warfare,2007,Shooter,7.3,18.33,Multi_Plateforme,3,3
Call of Duty: Advanced Warfare,2014,Shooter,9.1,21.78,Multi_Plateforme,3,3
Call of Duty: Black Ops,2010,Shooter,7.0,30.990000000000002,Multi_Plateforme,3,3
Call of Duty: Black Ops II,2012,Shooter,8.6,0.42,WiiU,3,3
Call of Duty: Finest Hour,2004,Shooter,7.7,0.4,GC,3,2
Call of Duty: Ghosts,2013,Shooter,7.5,28.8,Multi_Plateforme,3,3
Call of Duty: Modern Warfare 2,2009,Shooter,9.5,25.02,Multi_Plateforme,3,3
Call of Duty: Modern Warfare 3,2011,Shooter,4.5,30.71,Multi_Plateforme,3,3
Call of Duty: Modern Warfare: Mobilized,2009,Shooter,7.6,0.41,DS,3,2
Call of Duty: Modern Warfare: Reflex Edition,2009,Shooter,7.2,1.51,Wii,3,3
Call of Duty: Roads to Victory,2007,Shooter,6.1,2.14,PSP,3,3
Call of Duty: WWII,2017,Shooter,8.0,13.4,PS4,3,3
Call of Duty: World at War,2008,Shooter,7.4,15.94,Multi_Plateforme,3,3
Call of Duty: World at War Final Fronts,2008,Shooter,6.8,1.72,PS2,3,3
Call of Juarez,2007,Shooter,6.7,0.19,PC,3,3
Call of Juarez: Bound in Blood,2009,Shooter,7.6,1.48,PS3,3,3
Call of Juarez: The Cartel,2011,Shooter,4.5,0.6799999999999999,Multi_Plateforme,3,3
Calling,2010,Adventure,4.8,0.11,Wii,2,3
Capcom Classics Collection Reloaded,2006,Misc,7.1,0.33,PSP,3,3
Capcom Classics Collection Remixed,2006,Misc,7.7,0.3,PSP,3,3
Capcom Classics Mini Mix,2006,Misc,6.5,0.0,GBA,3,3
Capcom Puzzle World,2007,Puzzle,7.4,0.01,PSP,3,3
Capcom vs. SNK,2000,Fighting,8.8,0.22,DC,3,3
Capcom vs. SNK 2: Mark of the Millennium 2001,2001,Fighting,7.9,0.75,PS2,3,3
Capcom vs. SNK: Millennium Fight 2000 Pro,2001,Fighting,6.9,0.05,DC,3,3
Captain America: Super Soldier,2011,Action,5.0,0.51,Multi_Plateforme,3,3
Captain Rainbow,2008,Adventure,7.0,0.01,Wii,3,1
Captain Toad: Treasure Tracker,2018,Puzzle,7.7,2.45,Multi_Plateforme,3,3
Car Battler Joe,2002,Role-Playing,7.9,0.02,GBA,2,0
Cardinal Syn,1998,Fighting,5.2,0.15,PS,3,1
Carmageddon 64,1999,Action,1.3,0.01,N64,1,0
Carnage Heart,1997,Strategy,7.1,0.11,PS,3,1
Carnival Games,2007,Misc,4.2,4.06,Wii,2,3
Carol Vorderman's Sudoku,2007,Puzzle,7.4,0.36000000000000004,PS2,3,1
Cars,2006,Racing,4.5,3.52,Multi_Plateforme,3,3
Cars 2,2011,Racing,7.5,3.15,Multi_Plateforme,3,3
Cart World Series,1997,Racing,7.0,0.3,PS,3,2
Cartoon Network Block Party,2004,Misc,4.0,0.05,GBA,3,0
Cartoon Network: Battle Crashers,2016,Action,1.5,0.12,3DS,1,1
Cartoon Network: Punch Time Explosion,2011,Fighting,5.6,0.1,3DS,2,0
Casper,1996,Adventure,4.9,0.83,PS,2,2
Castle of Shikigami III,2008,Shooter,7.2,0.04,Wii,2,2
Castlevania,1999,Platform,7.6,0.64,N64,3,2
Castlevania Chronicles,2001,Platform,7.2,0.13,PS,3,3
Castlevania Double Pack,2006,Platform,9.0,0.1,GBA,3,3
Castlevania Judgment,2008,Fighting,4.6,0.16,Wii,3,1
Castlevania: Aria of Sorrow,2003,Platform,8.8,0.28,GBA,3,3
Castlevania: Circle of the Moon,2001,Platform,8.9,0.89,GBA,3,2
Castlevania: Curse of Darkness,2005,Action,7.2,0.54,PS2,3,3
Castlevania: Dawn of Sorrow,2005,Platform,8.9,0.43,DS,3,3
Castlevania: Harmony of Dissonance,2002,Platform,8.6,0.26,GBA,3,3
Castlevania: Lament of Innocence,2003,Action,8.1,0.94,PS2,3,3
Castlevania: Lords of Shadow,2010,Action,7.9,1.77,PS3,3,2
Castlevania: Lords of Shadow - Mirror of Fate,2013,Action-Adventure,7.2,0.16,3DS,3,2
Castlevania: Order of Ecclesia,2008,Platform,8.2,0.37,DS,3,3
Castlevania: Portrait of Ruin,2006,Platform,8.5,0.4,DS,3,3
Castlevania: Symphony of the Night,1997,Platform,9.3,1.27,PS,3,3
Castlevania: The Dracula X Chronicles,2007,Platform,8.0,0.42,PSP,3,3
Castrol Honda Superbike Racing,1999,Racing,3.9,0.13,PS,3,1
Catherine,2011,Puzzle,7.9,1.02,PS3,3,3
Catwoman,2004,Action,4.6,0.34,Multi_Plateforme,3,3
Cave Story 3D,2011,Platform,8.2,0.15,3DS,3,1
Cel Damage,2001,Racing,5.7,0.18,GC,3,1
Centipede,1999,Shooter,5.9,0.65,PS,2,2
Centipede / Breakout / Warlords,2005,Misc,5.6,0.07,GBA,2,0
Ceville,2009,Adventure,9.0,0.02,PC,2,0
Champions of Norrath,2004,Role-Playing,8.5,1.28,PS2,2,3
Champions: Return to Arms,2005,Role-Playing,7.7,0.65,PS2,2,3
Championship Bass,2000,Sports,7.1,0.32,PS,3,1
Championship Manager 2006,2006,Strategy,7.8,0.0,PSP,0,0
Championship Motocross 2001 featuring Ricky Carmichael,2001,Racing,6.8,0.14,PS,3,2
Championship Motocross featuring Ricky Carmichael,1999,Racing,7.5,0.58,PS,3,2
Championship Surfer,2000,Sports,7.2,0.06,PS,0,3
Chaos Legion,2003,Action,6.2,0.3,PS2,3,1
Chaos Wars,2008,Strategy,6.8,0.04,PS2,0,0
Chaotic: Shadow Warriors,2009,Action,6.2,0.16,X360,3,1
Charlie Blasts Territory,1999,Action,5.9,0.03,N64,1,0
Charlie and the Chocolate Factory,2005,Adventure,3.9,0.18,GC,2,3
Charlie's Angels,2003,Action,2.5,0.02,GC,3,0
Chessmaster,2002,Misc,7.5,0.04,GBA,3,3
Chessmaster II,1999,Strategy,7.5,0.15,PS,2,1
Chibi-Robo! Plug into Adventure!,2006,Adventure,7.4,0.39,GC,3,1
Chibi-Robo! Zip Lash,2015,Platform,5.5,0.32,3DS,3,3
Chicken Hunter,2008,Shooter,3.5,0.02,DS,1,0
Chicken Run,2000,Adventure,6.3,0.13,PS,3,3
Chicken Shoot,2007,Action,3.0,0.35,Wii,2,1
Child of Eden,2011,Shooter,7.7,0.66,PS3,3,2
Children of Mana,2006,Role-Playing,7.0,0.48,DS,3,1
Chocobo Racing,1999,Racing,5.4,0.44,PS,3,3
Chocobo's Dungeon 2,1999,Role-Playing,6.2,0.7,PS,3,3
Chromehounds,2006,Simulation,6.4,0.28,X360,3,3
Chrono Cross,2000,Role-Playing,9.7,1.86,PS,3,3
Chrono Trigger,2008,Role-Playing,9.2,1.34,DS,3,3
ChuChu Rocket!,2001,Puzzle,8.1,0.09,GBA,3,3
Circuit Breakers,1998,Racing,5.9,0.07,PS,2,2
Cities XL 2012,2011,Strategy,6.0,0.06,PC,1,0
Civilization II,1998,Strategy,8.2,0.28,PS,3,1
Clash of the Titans: The Videogame,2010,Action,3.8,0.16,X360,3,2
Class of Heroes,2009,Role-Playing,5.4,0.14,PSP,3,1
Classic NES Series: Bomberman,2004,Puzzle,5.4,0.11,GBA,3,3
Classic NES Series: Castlevania,2004,Platform,7.4,0.33,GBA,3,3
Classic NES Series: Donkey Kong,2004,Platform,6.5,0.17,GBA,3,3
Classic NES Series: Dr. Mario,2004,Puzzle,6.1,0.13,GBA,3,3
Classic NES Series: Excitebike,2004,Racing,6.4,0.1,GBA,3,3
Classic NES Series: Ice Climber,2004,Platform,6.1,0.2,GBA,3,3
Classic NES Series: Metroid,2004,Adventure,5.2,0.07,GBA,3,2
Classic NES Series: Pac-Man,2004,Puzzle,5.7,0.46,GBA,3,3
Classic NES Series: Super Mario Bros.,2004,Platform,8.3,2.22,GBA,3,3
Classic NES Series: The Legend of Zelda,2004,Adventure,8.4,0.24,GBA,3,3
Classic NES Series: Xevious,2004,Shooter,6.4,0.12,GBA,3,3
Classic NES Series: Zelda II: The Adventure of Link,2004,Adventure,6.6,0.7,GBA,3,3
ClayFighter 63 1/3,1997,Fighting,3.1,0.21,N64,2,1
Clive Barker's Jericho,2007,Shooter,5.8,0.53,Multi_Plateforme,3,1
Clock Tower,1997,Adventure,6.1,0.53,PS,2,2
Clock Tower 3,2003,Adventure,7.0,0.33,PS2,3,2
Clock Tower II: The Struggle Within,1999,Adventure,4.4,0.17,PS,2,2
Cloudy With A Chance of Meatballs,2009,Adventure,6.7,0.11,Wii,3,2
Cloudy With a Chance of Meatballs,2009,Adventure,6.7,0.27,Multi_Plateforme,3,2
Club Penguin: Elite Penguin Force,2008,Adventure,7.0,3.14,DS,3,3
Clubhouse Games,2006,Misc,8.3,3.45,DS,3,3
Code Name: S.T.E.A.M.,2015,Strategy,8.0,0.22,3DS,3,3
Code of Princess,2012,Action-Adventure,7.2,0.2,3DS,3,1
Code of Princess EX,2018,Action,7.2,0.03,NS,1,1
Coded Arms,2005,Shooter,6.1,0.75,PSP,3,3
Codename Tenka,1997,Shooter,7.0,0.09,PS,3,2
Colin McRae Rally,2000,Racing,7.9,2.87,PS,3,3
Colin McRae Rally 2.0,2000,Racing,8.3,0.93,GBA,3,3
College Hoops 2K6,2005,Sports,8.3,0.47,Multi_Plateforme,3,3
College Hoops 2K7,2006,Sports,7.9,0.39,PS3,3,3
Colony Wars,1997,Simulation,8.8,0.42,PS,2,2
Colony Wars III: Red Sun,2000,Simulation,8.1,0.12,PS,3,2
Colony Wars: Vengeance,1998,Simulation,8.6,0.23,PS,2,2
Combat of Giants: Dinosaurs 3D,2011,Strategy,4.3,0.39,3DS,3,3
Command & Conquer,1997,Strategy,8.4,0.4,PS,2,3
Command & Conquer 3: Kane's Wrath,2008,Strategy,7.0,0.24,X360,3,3
Command & Conquer 3: Tiberium Wars,2007,Strategy,7.6,0.42,X360,3,3
Command & Conquer 4: Tiberian Twilight,2010,Strategy,6.6,0.01,PC,3,3
Command & Conquer: Generals,2003,Strategy,8.6,0.01,PC,3,0
Command & Conquer: Red Alert,1996,Strategy,7.8,3.2600000000000002,PC,2,3
Command & Conquer: Red Alert 2,2000,Strategy,8.9,1.34,PC,3,3
Command & Conquer: Red Alert 3,2008,Strategy,7.4,1.11,PC,3,3
Command & Conquer: Red Alert 3 Ultimate Edition,2009,Strategy,7.4,0.35,PS3,3,3
Company of Heroes,2006,Strategy,9.4,0.04,PC,3,2
Conan,2007,Action,7.1,0.19,X360,3,2
Condemned 2: Bloodshot,2008,Adventure,8.2,1.02,PS3,3,3
Condemned: Criminal Origins,2005,Action,8.2,0.41,X360,3,3
Conduit 2,2011,Shooter,6.3,0.12,Wii,3,3
Conflict: Denied Ops,2008,Shooter,5.2,0.38,PS3,3,1
Conflict: Desert Storm,2003,Shooter,6.3,0.08,GC,2,1
Conflict: Desert Storm II - Back to Bagdhad,2004,Shooter,6.9,0.04,GC,2,1
Conker's Bad Fur Day,2001,Platform,9.2,0.77,N64,2,3
Conker: Live And Reloaded,2005,Action-Adventure,8.1,0.71,XB,3,3
Contra 4,2007,Shooter,8.1,0.3,DS,3,2
Contra Advance: The Alien Wars EX,2002,Shooter,6.7,0.11,GBA,3,3
Contra: Legacy of War,1996,Shooter,6.5,0.67,PS,3,3
Contra: Shattered Soldier,2002,Shooter,7.3,0.58,PS2,3,3
Cooking Mama,2006,Simulation,6.6,5.66,DS,3,3
Cooking Mama 2: Dinner With Friends,2007,Simulation,6.9,3.58,DS,3,3
Cooking Mama: Cook Off,2007,Simulation,5.9,2.89,Wii,3,3
Cooking Mama: Sweet Shop,2017,Simulation,6.0,0.07,3DS,0,3
Corvette,2003,Racing,4.9,0.28,GBA,2,3
Counter-Strike: Condition Zero,2004,Shooter,6.8,0.0,PC,3,0
Counter-Strike: Source,2004,Shooter,9.3,0.08,PC,3,3
Crackdown,2007,Shooter,8.4,1.75,X360,3,2
Crackdown 2,2010,Shooter,7.5,1.12,X360,3,2
Crash Bandicoot,1996,Platform,7.8,6.82,PS,3,3
Crash Bandicoot 2: Cortex Strikes Back,1997,Platform,8.6,7.58,PS,3,3
Crash Bandicoot 2: N-Tranced,2003,Platform,7.5,1.36,GBA,2,3
Crash Bandicoot 3: Warped,1998,Platform,9.3,7.13,PS,3,3
Crash Bandicoot N. Sane Trilogy,2018,Platform,6.0,1.11,NS,3,3
Crash Bandicoot Purple: Ripto's Rampage,2004,Platform,6.7,0.64,GBA,2,3
Crash Bandicoot: The Huge Adventure,2002,Platform,8.3,1.73,GBA,2,3
Crash Bandicoot: The Wrath of Cortex,2001,Platform,6.0,6.01,GC,3,3
Crash Bash,2000,Misc,6.8,3.39,PS,3,3
Crash Nitro Kart,2003,Racing,7.7,0.46,GBA,2,3
Crash Tag Team Racing,2005,Racing,6.3,0.25,PSP,3,3
Crash Team Racing,1999,Racing,9.2,4.79,PS,3,3
Crash of the Titans,2007,Action,6.3,0.96,PSP,3,3
Crash: Mind Over Mutant,2008,Platform,4.8,0.87,PSP,3,3
Crazy Taxi,2001,Racing,7.2,4.82,Multi_Plateforme,3,3
Crazy Taxi 2,2001,Racing,8.3,0.07,DC,3,3
Crazy Taxi: Catch a Ride,2003,Racing,4.8,0.3,GBA,3,1
Crazy Taxi: Fare Wars,2007,Racing,6.3,0.48,PSP,3,1
Create,2010,Misc,6.0,0.36,Multi_Plateforme,3,2
Crime Scene,2010,Adventure,8.0,0.02,DS,2,0
Crimson Gem Saga,2009,Role-Playing,7.3,0.06,PSP,3,0
Crimson Tears,2004,Role-Playing,5.9,0.03,PS2,3,0
Crisis Core: Final Fantasy VII,2008,Role-Playing,8.1,3.19,PSP,3,3
Croc 2,1999,Platform,6.5,0.73,PS,3,3
Croc: Legend of the Gobbos,1997,Platform,7.6,3.56,PS,3,3
Cross Edge,2009,Role-Playing,5.4,0.23,PS3,3,2
"Crouching Tiger, Hidden Dragon",2005,Action,5.9,0.03,GBA,3,3
Cruis'n Exotica,2000,Racing,5.8,0.21,N64,3,1
Cruis'n Velocity,2001,Racing,5.3,0.0,GBA,3,1
Crusaders of Might and Magic,2000,Role-Playing,6.0,0.25,PS,2,2
Crush,2007,Puzzle,8.5,0.08,PSP,3,2
Crush3D,2012,Platform,6.5,0.15,3DS,3,1
Cryostasis: Sleep of Reason,2009,Shooter,7.0,0.0,PC,2,0
Crysis,2007,Shooter,9.2,0.71,PC,3,3
Crysis 2,2011,Shooter,8.7,3.43,Multi_Plateforme,3,3
Crysis 3,2013,Shooter,7.6,1.83,PS3,3,3
Crysis: Warhead,2008,Shooter,8.4,0.02,PC,3,3
Cubic Ninja,2011,Platform,5.5,0.1,3DS,3,0
Cubivore: Survival of the Fittest,2002,Adventure,7.1,0.17,GC,3,1
Culdcept Revolt,2017,Strategy,7.3,0.07,3DS,3,1
Culdcept SAGA,2008,Role-Playing,7.7,0.16,X360,3,1
Curious George,2006,Action,6.6,0.16,GBA,3,3
Cursed Mountain,2009,Adventure,6.3,0.21,Wii,3,1
Custom Robo Arena,2007,Fighting,7.4,0.16,DS,3,1
DECA Sports Freedom,2010,Sports,3.0,0.33,X360,2,3
DJ Hero,2009,Misc,8.3,3.0900000000000003,Multi_Plateforme,3,3
DJ Hero 2,2010,Misc,8.4,2.23,Multi_Plateforme,3,2
DJ Max Fever,2009,Misc,7.7,0.13,PSP,1,1
DK: King of Swing,2005,Platform,7.1,0.24,GBA,3,2
Daigasso! Band Brothers,2004,Misc,8.0,0.19,DS,3,1
Damnation,2009,Shooter,3.1,0.16,PS3,3,1
Dance Central,2010,Music,8.4,3.18,X360,3,3
Dance Central 2,2011,Music,8.6,2.04,X360,3,3
Dance Dance Revolution: Mario Mix,2005,Simulation,7.0,0.47,GC,3,3
Dance Dance Revolution: Mario Mix (JP sales),2005,Simulation,7.5,0.06,GC,3,3
Dance Paradise,2011,Misc,7.0,0.12,X360,3,0
DanceMasters,2010,Misc,6.2,0.2,X360,3,1
Danny Phantom: The Ultimate Enemy,2005,Action,7.5,0.22,GBA,3,2
Dante's Inferno,2010,Action,6.6,2.2,Multi_Plateforme,3,3
Daredevil,2003,Action,5.3,0.0,GBA,0,2
Dark Angel: Vampire Apocalypse,2001,Role-Playing,4.6,0.09,PS2,1,0
Dark Arena,2002,Shooter,6.8,0.04,GBA,3,1
Dark Cloud,2001,Role-Playing,8.2,1.54,PS2,3,3
Dark Cloud 2,2003,Role-Playing,8.6,0.96,PS2,3,3
Dark Messiah Might and Magic,2006,Role-Playing,7.3,0.0,PC,3,1
Dark Messiah of Might and Magic Elements,2008,Role-Playing,5.0,0.2,X360,3,1
Dark Sector,2008,Shooter,7.1,0.95,PS3,2,2
Dark Souls,2011,Role-Playing,9.0,3.04,PS3,3,3
Dark Souls: Remastered,2018,Role-Playing,8.0,0.44,NS,2,3
Dark Void,2010,Action,6.1,0.6799999999999999,Multi_Plateforme,3,2
DarkStar One: Broken Alliance,2010,Simulation,6.4,0.2,X360,2,1
Darkest of Days,2009,Shooter,4.6,0.1,X360,1,0
Darksiders,2010,Action,7.8,1.49,Multi_Plateforme,3,3
Darksiders II,2012,Action-Adventure,7.8,1.95,Multi_Plateforme,3,3
Darksiders II: Deathinitive Edition,2015,Action-Adventure,7.5,0.32,PS4,2,1
Darkspore,2011,Role-Playing,6.6,0.11,PC,3,3
Darkstalkers Chronicle: The Chaos Tower,2005,Fighting,7.5,0.15,PSP,3,3
Darkstone,1999,Role-Playing,6.7,0.66,PC,2,2
Data East Arcade Classics,2010,Misc,5.0,0.09,Wii,3,0
Dave Mirra BMX Challenge,2006,Sports,3.5,0.07,PSP,2,2
Dave Mirra Freestyle BMX,2000,Sports,7.4,1.05,PS,3,2
Dave Mirra Freestyle BMX 2,2001,Sports,8.0,0.19,GBA,3,1
Dave Mirra Freestyle BMX 3,2002,Sports,8.0,0.03,GBA,3,1
David Beckham Soccer,2002,Sports,3.1,0.0,GBA,3,0
Davis Cup Tennis,2002,Sports,6.4,0.02,GBA,3,0
Dawn of Discovery,2009,Simulation,7.9,0.67,Multi_Plateforme,3,2
Dawn of Discovery: Venice,2010,Simulation,7.0,0.01,PC,3,0
Dawn of Mana,2007,Role-Playing,6.3,0.43,PS2,3,3
Daxter,2006,Platform,8.6,4.23,PSP,3,3
Dead Cells,2018,Action,9.3,0.11,NS,1,0
Dead Head Fred,2007,Action,7.6,0.04,PSP,2,2
Dead Island,2011,Action,6.7,4.890000000000001,Multi_Plateforme,3,3
Dead Island: Riptide,2013,Action,5.6,1.5,Multi_Plateforme,3,3
Dead Rising,2006,Action,8.4,2.09,X360,3,3
Dead Rising 2,2010,Action,7.7,3.0,Multi_Plateforme,3,3
Dead Rising 2: Off the Record,2011,Action,6.8,0.65,Multi_Plateforme,3,3
Dead Rising: Chop Till You Drop,2009,Action,6.7,0.29,Wii,3,1
Dead Space,2008,Shooter,8.9,3.9899999999999998,Multi_Plateforme,3,3
Dead Space 2,2011,Shooter,8.9,3.27,Multi_Plateforme,3,3
Dead Space Extraction,2009,Shooter,8.2,0.47,Wii,3,3
Dead or Alive,1998,Fighting,8.3,0.28,PS,3,3
Dead or Alive 2,2000,Fighting,9.0,0.14,DC,3,3
Dead or Alive 3,2001,Fighting,8.3,1.77,XB,3,3
Dead or Alive 4,2005,Fighting,8.6,0.47,X360,3,3
Dead or Alive 5,2012,Fighting,7.6,0.98,PS3,3,3
Dead or Alive 5 Last Round,2015,Fighting,7.1,0.44999999999999996,PS4,3,3
Dead or Alive Paradise,2010,Misc,4.5,0.2,PSP,3,3
Dead or Alive Ultimate,2004,Fighting,8.1,0.5,XB,3,3
Dead or Alive Xtreme 2,2006,Sports,5.3,0.25,X360,3,3
Dead or Alive Xtreme Beach Volleyball,2003,Sports,6.6,0.59,XB,3,3
Dead or Alive: Dimensions,2011,Fighting,7.8,0.45,3DS,3,3
Dead to Rights,2004,Shooter,3.6,0.02,GBA,3,3
Dead to Rights: Reckoning,2005,Shooter,5.2,0.13,PSP,3,3
Dead to Rights: Retribution,2010,Shooter,5.7,0.49,PS3,3,1
Deadly Creatures,2009,Action,6.9,0.22,Wii,3,3
Deadly Premonition,2010,Action,6.0,0.26,X360,2,1
Death Jr.,2005,Platform,5.9,0.19,PSP,3,3
Death Jr. II: Root of Evil,2006,Platform,6.9,0.05,PSP,3,3
Death Jr.: Root of Evil,2008,Platform,7.3,0.11,Wii,3,3
DeathSmiles,2010,Shooter,8.0,0.28,X360,2,1
Deca Sports,2008,Sports,5.3,2.5,Wii,2,2
Def Jam Fight For NY: The Takeover,2006,Action,8.0,0.09,PSP,3,0
Def Jam Icon,2007,Action,6.3,0.78,PS3,3,3
Def Jam Rapstar,2010,Misc,7.4,0.6499999999999999,PS3,3,2
Def Jam Vendetta,2003,Fighting,8.8,0.25,GC,2,2
Defender,2002,Shooter,3.5,0.01,GBA,3,0
Defender of the Crown,2002,Strategy,6.8,0.0,GBA,1,1
